2019-05-24T21:34:36.781887  -  [DB] database returned None for page_id: José_María_Chacón, passage_idx: 0
25-05-2019--21-57-37  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--21-57-38  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--21-57-38  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 2
25-05-2019--21-57-38  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
25-05-2019--21-57-39  -  [DB] database returned None for page_id: Château_de_Lusignan, passage_idx: 0
25-05-2019--21-57-40  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
25-05-2019--21-57-40  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--21-57-41  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--21-57-41  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 5
25-05-2019--21-57-41  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 6
25-05-2019--21-57-41  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 10
25-05-2019--21-57-41  -  [DB] database returned None for page_id: Grégory_Levasseur, passage_idx: 0
25-05-2019--21-57-42  -  [DB] database returned None for page_id: Chris_Pérez, passage_idx: 2
25-05-2019--21-57-43  -  [DB] database returned None for page_id: Landnámabók, passage_idx: 0
25-05-2019--21-57-44  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
25-05-2019--21-57-49  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 13
25-05-2019--21-57-49  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 1
25-05-2019--21-57-49  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 10
25-05-2019--21-57-49  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 25
25-05-2019--21-57-49  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 14
25-05-2019--21-57-49  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 20
25-05-2019--21-57-49  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 11
25-05-2019--21-57-49  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 6
25-05-2019--21-57-49  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 21
25-05-2019--21-57-49  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 8
25-05-2019--21-57-49  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 7
25-05-2019--21-57-49  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 12
25-05-2019--21-57-49  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 0
25-05-2019--21-57-50  -  [DB] database returned None for page_id: Penélope_Cruz, passage_idx: 0
25-05-2019--21-57-51  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
25-05-2019--21-57-51  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 20
25-05-2019--21-57-54  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--21-57-54  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--21-57-54  -  [DB] database returned None for page_id: Björn_Borg, passage_idx: 0
25-05-2019--21-57-59  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--21-58-01  -  [DB] database returned None for page_id: Demián_Bichir, passage_idx: 4
25-05-2019--21-58-03  -  [DB] database returned None for page_id: Chris_Pérez, passage_idx: 0
25-05-2019--21-58-04  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 6
25-05-2019--21-58-04  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
25-05-2019--21-58-05  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--21-58-05  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
25-05-2019--21-58-06  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 4
25-05-2019--21-58-06  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 5
25-05-2019--21-58-06  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
25-05-2019--21-58-06  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 1
25-05-2019--21-58-06  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
25-05-2019--21-58-06  -  [DB] database returned None for page_id: Björn_Ulvaeus, passage_idx: 0
25-05-2019--21-58-10  -  [DB] database returned None for page_id: Charlotte_Brontë, passage_idx: 0
25-05-2019--21-58-13  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
25-05-2019--21-58-13  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--21-58-15  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--21-58-20  -  [DB] database returned None for page_id: Princess_Märtha_Louise_of_Norway, passage_idx: 0
25-05-2019--21-58-20  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
25-05-2019--21-58-22  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
25-05-2019--21-58-23  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
25-05-2019--21-58-23  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--21-58-25  -  [DB] database returned None for page_id: Chris_Pérez, passage_idx: 5
25-05-2019--21-58-25  -  [DB] database returned None for page_id: Chris_Pérez, passage_idx: 6
25-05-2019--21-58-25  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--21-58-26  -  [DB] database returned None for page_id: Julio_Cortázar, passage_idx: 0
25-05-2019--21-58-26  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--21-58-27  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--21-58-31  -  [DB] database returned None for page_id: Galápagos_Islands, passage_idx: 0
25-05-2019--21-58-31  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
25-05-2019--21-58-32  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 4
25-05-2019--21-58-34  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 19
25-05-2019--21-58-34  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 0
25-05-2019--21-58-34  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 1
25-05-2019--21-58-34  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 23
25-05-2019--21-58-34  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 2
25-05-2019--21-58-34  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 13
25-05-2019--21-58-34  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 14
25-05-2019--21-58-34  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 16
25-05-2019--21-58-35  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
25-05-2019--21-58-35  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--21-58-36  -  [DB] database returned None for page_id: Dohány_Street_Synagogue, passage_idx: 2
25-05-2019--21-58-37  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
25-05-2019--21-58-38  -  [DB] database returned None for page_id: El_Clásico, passage_idx: 2
25-05-2019--21-58-38  -  [DB] database returned None for page_id: El_Clásico, passage_idx: 0
25-05-2019--21-58-38  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
25-05-2019--21-58-38  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
25-05-2019--21-58-40  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
25-05-2019--21-58-41  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 13
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 19
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 24
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 1
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 10
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 25
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 14
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 20
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 2
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 11
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 6
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 21
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Malmö_FF, passage_idx: 0
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 3
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 8
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 7
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 12
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 0
25-05-2019--21-58-42  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 9
25-05-2019--21-58-47  -  [DB] database returned None for page_id: Penélope_Cruz, passage_idx: 0
25-05-2019--21-58-51  -  [DB] database returned None for page_id: Björn_Ulvaeus, passage_idx: 0
25-05-2019--21-58-56  -  [DB] database returned None for page_id: José_María_Chacón, passage_idx: 0
25-05-2019--21-58-58  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--21-59-00  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 7
25-05-2019--21-59-01  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--21-59-04  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--21-59-09  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--21-59-10  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
25-05-2019--21-59-10  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--21-59-10  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 2
25-05-2019--21-59-10  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 1
25-05-2019--21-59-11  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--21-59-11  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--21-59-12  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--21-59-12  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--21-59-18  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 4
25-05-2019--21-59-19  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 0
25-05-2019--21-59-20  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
25-05-2019--21-59-21  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 0
25-05-2019--21-59-21  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--21-59-24  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
25-05-2019--21-59-24  -  [DB] database returned None for page_id: Býleistr, passage_idx: 0
25-05-2019--21-59-25  -  [DB] database returned None for page_id: José_María_Chacón, passage_idx: 1
25-05-2019--21-59-26  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
25-05-2019--21-59-27  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
25-05-2019--21-59-30  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
25-05-2019--21-59-30  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
25-05-2019--21-59-31  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 0
25-05-2019--21-59-31  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--21-59-33  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 9
25-05-2019--21-59-33  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 3
25-05-2019--21-59-33  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 8
25-05-2019--21-59-33  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 2
25-05-2019--21-59-33  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 15
25-05-2019--21-59-33  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 1
25-05-2019--21-59-33  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 14
25-05-2019--21-59-33  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 13
25-05-2019--21-59-33  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 7
25-05-2019--21-59-33  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 6
25-05-2019--21-59-33  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 19
25-05-2019--21-59-33  -  [DB] database returned None for page_id: Andy_García, passage_idx: 1
25-05-2019--21-59-33  -  [DB] database returned None for page_id: Andy_García, passage_idx: 0
25-05-2019--21-59-34  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
25-05-2019--21-59-35  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--21-59-36  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--21-59-36  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 10
25-05-2019--21-59-41  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--21-59-43  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 2
25-05-2019--21-59-53  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--21-59-54  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--21-59-56  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 9
25-05-2019--21-59-57  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--21-59-57  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 0
25-05-2019--21-59-57  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--21-59-57  -  [DB] database returned None for page_id: Grégory_Levasseur, passage_idx: 0
25-05-2019--21-59-58  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--22-00-02  -  [DB] database returned None for page_id: Māui_-LRB-mythology-RRB-, passage_idx: 7
25-05-2019--22-00-06  -  [DB] database returned None for page_id: B'Day_-LRB-Beyoncé_album-RRB-, passage_idx: 0
25-05-2019--22-00-06  -  [DB] database returned None for page_id: 4_-LRB-Beyoncé_album-RRB-, passage_idx: 0
25-05-2019--22-00-06  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 11
25-05-2019--22-00-06  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 10
25-05-2019--22-00-06  -  [DB] database returned None for page_id: Beyoncé_-LRB-album-RRB-, passage_idx: 0
25-05-2019--22-00-06  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 9
25-05-2019--22-00-06  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 3
25-05-2019--22-00-06  -  [DB] database returned None for page_id: Lemonade_-LRB-Beyoncé_album-RRB-, passage_idx: 0
25-05-2019--22-00-06  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 1
25-05-2019--22-00-06  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 0
25-05-2019--22-00-06  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 6
25-05-2019--22-00-07  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
25-05-2019--22-00-08  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--22-00-10  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--22-00-17  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 0
25-05-2019--22-00-17  -  [DB] database returned None for page_id: Björk, passage_idx: 16
25-05-2019--22-00-18  -  [DB] database returned None for page_id: Penélope_Cruz, passage_idx: 0
25-05-2019--22-00-21  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
25-05-2019--22-00-22  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 5
25-05-2019--22-00-22  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--22-00-22  -  [DB] database returned None for page_id: Grégory_Levasseur, passage_idx: 0
25-05-2019--22-00-22  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
25-05-2019--22-00-24  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
25-05-2019--22-00-24  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
25-05-2019--22-00-25  -  [DB] database returned None for page_id: Björk, passage_idx: 16
25-05-2019--22-00-26  -  [DB] database returned None for page_id: Jean-Claude_Mézières, passage_idx: 6
25-05-2019--22-00-26  -  [DB] database returned None for page_id: Jean-Claude_Mézières, passage_idx: 7
25-05-2019--22-00-28  -  [DB] database returned None for page_id: Ólafur_Arnalds, passage_idx: 0
25-05-2019--22-00-28  -  [DB] database returned None for page_id: Julio_Cortázar, passage_idx: 0
25-05-2019--22-00-29  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
25-05-2019--22-00-31  -  [DB] database returned None for page_id: Gdańsk, passage_idx: 0
25-05-2019--22-00-33  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--22-00-39  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--22-00-40  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
25-05-2019--22-00-42  -  [DB] database returned None for page_id: Paraná_River, passage_idx: 1
25-05-2019--22-00-43  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--22-00-47  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 7
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 8
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 19
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 9
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 10
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 0
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 22
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 1
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 23
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 13
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 3
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 14
25-05-2019--22-00-48  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 16
25-05-2019--22-00-51  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--22-00-53  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--22-00-54  -  [DB] database returned None for page_id: 13_Vendémiaire, passage_idx: 1
25-05-2019--22-00-54  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--22-00-57  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--22-00-59  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--22-00-59  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 10
25-05-2019--22-01-00  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 2
25-05-2019--22-01-01  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--22-01-01  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
25-05-2019--22-01-02  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 3
25-05-2019--22-01-02  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--22-01-03  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--22-01-04  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 18
25-05-2019--22-01-04  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 9
25-05-2019--22-01-04  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 3
25-05-2019--22-01-04  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 8
25-05-2019--22-01-04  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 2
25-05-2019--22-01-04  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 15
25-05-2019--22-01-04  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 1
25-05-2019--22-01-04  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 14
25-05-2019--22-01-04  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
25-05-2019--22-01-04  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 13
25-05-2019--22-01-04  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 7
25-05-2019--22-01-04  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 12
25-05-2019--22-01-04  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 6
25-05-2019--22-01-05  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--22-01-06  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
25-05-2019--22-01-10  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
25-05-2019--22-01-11  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
25-05-2019--22-01-12  -  [DB] database returned None for page_id: Chris_Pérez, passage_idx: 0
25-05-2019--22-01-14  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
25-05-2019--22-01-14  -  [DB] database returned None for page_id: Björk, passage_idx: 16
25-05-2019--22-01-20  -  [DB] database returned None for page_id: Björk, passage_idx: 16
25-05-2019--22-01-21  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
25-05-2019--22-01-21  -  [DB] database returned None for page_id: As_Máscaras, passage_idx: 0
25-05-2019--22-01-23  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
25-05-2019--22-01-29  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--22-01-29  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 11
25-05-2019--22-01-29  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 10
25-05-2019--22-01-31  -  [DB] database returned None for page_id: Paris_Métro, passage_idx: 8
25-05-2019--22-01-31  -  [DB] database returned None for page_id: Musée_d'Orsay, passage_idx: 5
25-05-2019--22-01-36  -  [DB] database returned None for page_id: Copa_América, passage_idx: 0
25-05-2019--22-01-36  -  [DB] database returned None for page_id: Copa_América, passage_idx: 1
25-05-2019--22-01-36  -  [DB] database returned None for page_id: 2011_Copa_América, passage_idx: 0
25-05-2019--22-01-40  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
25-05-2019--22-01-40  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 0
25-05-2019--22-01-40  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 13
25-05-2019--22-01-40  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 19
25-05-2019--22-01-41  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
25-05-2019--22-01-41  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
25-05-2019--22-01-42  -  [DB] database returned None for page_id: Grégory_Levasseur, passage_idx: 0
25-05-2019--22-01-43  -  [DB] database returned None for page_id: Julio_Cortázar, passage_idx: 0
25-05-2019--22-01-44  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
25-05-2019--22-01-47  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
25-05-2019--22-01-47  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--22-01-49  -  [DB] database returned None for page_id: Björk, passage_idx: 16
25-05-2019--22-01-50  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 9
25-05-2019--22-01-50  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
25-05-2019--22-01-56  -  [DB] database returned None for page_id: Björn_Ulvaeus, passage_idx: 0
25-05-2019--22-01-57  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 1
25-05-2019--22-01-57  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 2
25-05-2019--22-01-57  -  [DB] database returned None for page_id: Björn_Ulvaeus, passage_idx: 0
25-05-2019--22-02-00  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--22-02-01  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--22-02-01  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--22-02-04  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--22-02-05  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 15
25-05-2019--22-02-05  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--22-02-05  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--22-02-06  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
25-05-2019--22-02-10  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 15
25-05-2019--22-02-10  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--22-02-12  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 15
25-05-2019--22-02-12  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 0
25-05-2019--22-02-12  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--22-02-12  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 10
25-05-2019--22-02-19  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
